Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H40,4200-4299,12/25/2017,07,1,Burglary,1,Grocery Store or Supermarket,SAN JACINTO,-,ST
10H40,4500-4599,12/25/2017,12,1,Burglary,1,Apartment,TRAVIS,-,ST
10H40,1600-1699,12/26/2017,11,1,Theft,1,"Multi-Plex Home (Duplex,Triplex Etc.)",MCGOWEN ST,-,ST
10H40,2800-2899,12/27/2017,20,1,Theft,1,Strip Business Center Parking Lot,CAROLINE ST,-,ST
10H40,3000-3099,12/27/2017,21,1,Theft,1,Strip Business Center Parking Lot,TRAVIS ST,-,ST
10H40,4200-4299,12/27/2017,18,1,Theft,1,"Road, Street, or Sidewalk",P O BOX 6766,-,-
10H40,2100-2199,12/27/2017,09,1,Theft,1,Bus Station,MAIN ST,-,ST
10H40,700-799,12/27/2017,09,1,Theft,1,"Road, Street, or Sidewalk",TUAM,-,-
10H40,3000-3099,12/28/2017,14,1,Theft,1,"Road, Street, or Sidewalk",CRAWFORD ST,-,ST
10H40,1000-1099,12/28/2017,19,1,Theft,1,Bar or Night Club Parking Lot,MCGOWEN ST,-,ST
10H40,3200-3299,12/29/2017,02,1,Theft,1,Commercial Parking Lot or Garage,LOUISIANA ST,-,ST
10H40,5700-5799,12/29/2017,02,1,Theft,1,Residence or House,KNIGHTWOOD,-,-
10H40,3700-3799,12/29/2017,13,1,Theft,1,Office Building,MT PLEASANT,-,-
10H40,3200-3299,12/29/2017,16,1,Theft,1,Commercial Parking Lot or Garage,LOUISIANA ST,-,ST
10H40,700-799,12/30/2017,15,1,Theft,1,"Road, Street, or Sidewalk",MCGOWEN ST,-,ST
10H40,700-799,12/30/2017,11,1,Theft,1,"Road, Street, or Sidewalk",STUART,-,-
10H40,2300-2399,12/31/2017,03,1,Theft,1,Bar or Night Club,MAIN ST,-,ST
10H40,10800-10899,12/31/2017,03,1,Theft,1,Commercial Parking Lot or Garage,FONDREN,-,RD
10H40,800-899,12/31/2017,16,1,AutoTheft,1,"Road, Street, or Sidewalk",FRANCIS ST,-,ST
10H40,2400-2499,12/31/2017,15,1,Theft,1,Apartment,MILAM,-,-
10H50,8400-8499,12/04/2017,17,1,Theft,1,Residence or House,PARK PLACE BLVD 12,-,-
10H50,3300-3399,12/04/2017,21,1,Robbery,1,Convenience Store,EMANCIPATION,-,-
10H50,200-299,12/05/2017,14,1,Theft,1,Bar or Night Club Parking Lot,TC JESTER,-,-
10H50,16200-16299,12/05/2017,12,1,Robbery,1,"Road, Street, or Sidewalk",CORSAIR,-,RD
10H50,400-499,12/05/2017,22,1,Theft,1,Vacant School or College/University,NORTH ELDER GROVE,-,DR
10H50,2100-2199,12/06/2017,14,1,Theft,1,Residence or House,HOLMAN,-,-
10H50,3200-3299,12/06/2017,12,1,Theft,1,"Other, Unknown, or Not Listed",TRUXILLO,-,-
10H50,3300-3399,12/06/2017,20,1,AutoTheft,1,"Church, Synagogue, or Temple Parking Lot",HOLMAN,-,-
10H50,13100-13199,12/07/2017,19,1,Robbery,1,"Road, Street, or Sidewalk",BELLFORT AVE APT 827,W,-
10H50,2400-2499,12/08/2017,11,1,Theft,1,"Road, Street, or Sidewalk",BURKETT ST,-,ST
10H50,2000-2099,12/09/2017,01,1,Theft,1,"Road, Street, or Sidewalk",DOWLING ST,-,ST
10H50,17600-17699,12/09/2017,02,1,Theft,1,Other Parking Lot,WAYFOREST,-,ST
10H50,4900-4999,12/10/2017,17,1,Theft,1,Residence or House,SUNBEAM,-,-
10H50,3300-3399,12/11/2017,15,1,Theft,1,Residence or House,MCGOWEN ST,-,ST
10H50,3700-3799,12/11/2017,09,1,Theft,1,Residence or House,BURKETT ST,-,ST
10H50,2800-2899,12/12/2017,08,1,Theft,1,"Road, Street, or Sidewalk",SAINT EMANUEL ST,-,ST
10H50,2500-2599,12/12/2017,02,1,Theft,1,Commercial Parking Lot or Garage,WEBSTER ST,-,ST
10H50,2200-2299,12/12/2017,15,1,Theft,1,"Road, Street, or Sidewalk",SAINT EMANUEL ST,-,ST
10H50,3000-3099,12/13/2017,10,1,Burglary,1,Residence or House,PAIGE,-,-
10H50,3200-3299,12/14/2017,14,1,Theft,1,"Road, Street, or Sidewalk",ANITA ST,-,ST
10H50,3300-3399,12/14/2017,10,1,Burglary,1,Residence or House,MCGOWEN,-,ST
10H50,2100-2199,12/14/2017,17,1,Burglary,1,Residence or House,WINBERN STREET,-,-
10H50,2500-2599,12/16/2017,12,1,Burglary,1,Office Building,HOLMAN,-,-
10H50,2800-2899,12/17/2017,21,1,Burglary,1,Residence or House,TIERWESTER,-,-
10H50,3300-3399,12/18/2017,21,1,Burglary,1,Residence or House,MCGOWEN,-,ST
10H50,3000-3099,12/18/2017,21,1,Theft,1,Residence or House,ENNIS,-,-
10H50,4800-4899,12/19/2017,11,1,Theft,1,"Libraries, Museums",CALHOUN RD,-,RD
10H50,2800-2899,12/20/2017,10,1,Theft,1,Residence or House,ANITA ST.,-,-
10H50,3200-3299,12/20/2017,08,1,Theft,1,"Other, Unknown, or Not Listed",HOMELESS,-,-
10H50,3300-3399,12/20/2017,23,1,Theft,1,Driveway,WESTHEIMER,-,RD
10H50,3500-3599,12/20/2017,14,1,Burglary,1,Residence or House,BASTROP ST,-,ST
10H50,2800-2899,12/21/2017,14,1,Burglary,1,Residence or House,CLEBURNE ST,-,ST
