Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H50,3200-3299,06/08/2017,00,1,AutoTheft,1,Apartment Parking Lot,ALABAMA ST,-,ST
10H50,3700-3799,06/08/2017,15,1,Burglary,1,Bar or Night Club,DOWLING,-,ST
10H50,3500-3599,06/10/2017,02,1,Theft,1,Convenience Store,ELGIN,-,ST
10H50,3700-3799,06/11/2017,17,1,Theft,1,"Road, Street, or Sidewalk",ROSALIE,-,-
10H50,2400-2499,06/11/2017,02,1,Theft,1,"Road, Street, or Sidewalk",PIERCE ST,-,ST
10H50,3300-3399,06/12/2017,02,1,Robbery,1,Apartment Parking Lot,ALABAMA ST,-,ST
10H50,2100-2199,06/12/2017,19,1,Theft,1,"Road, Street, or Sidewalk",STUART,-,-
10H50,3300-3399,06/12/2017,15,1,Theft,1,Miscellaneous Business (Non-Specific),E ALABAMA ST,-,ST
10H50,3000-3099,06/13/2017,11,1,Theft,1,Residence or House,ANITA,-,-
10H50,3600-3699,06/14/2017,20,1,Burglary,1,Residence or House,ANITA ST,-,ST
10H50,2100-2199,06/14/2017,18,1,Robbery,1,Residence or House,TRUXILLO,-,-
10H50,3200-3299,06/14/2017,10,1,Theft,1,Apartment,TRUXILLO,-,-
10H50,3700-3799,06/15/2017,06,1,Robbery,1,"Vacant Single Occ Resd(House,Townhs,Dplex)",DREW ST,-,ST
10H50,2200-2299,06/15/2017,14,1,Theft,1,"Vacant Single Occ Resd(House,Townhs,Dplex)",STUART,-,-
10H50,8500-8599,06/16/2017,10,1,Burglary,1,"Vacant Other Residential (Apartment,Dorms)",HARFORD MILLS,-,DR
10H50,3500-3599,06/16/2017,12,1,Theft,1,"Road, Street, or Sidewalk",NAPOLEON,-,-
10H50,2700-2799,06/16/2017,21,1,Robbery,1,"Road, Street, or Sidewalk",REED ROAD,-,-
10H50,2300-2399,06/17/2017,03,1,Theft,1,"Road, Street, or Sidewalk",PIERCE ST,-,ST
10H50,2600-2699,06/17/2017,19,1,Theft,1,Residence or House,LUCINDA,-,ST
10H50,3300-3399,06/17/2017,19,1,Theft,1,"Road, Street, or Sidewalk",ALABAMA ST,-,ST
10H50,2000-2099,06/17/2017,19,1,Theft,1,Service or Gas Station,DOWLING ST,-,ST
10H50,2400-2499,06/18/2017,15,1,Robbery,1,Restaurant or Cafeteria,ISABELLA,-,-
10H50,3800-3899,06/18/2017,15,1,Robbery,1,"Road, Street, or Sidewalk",NELVA PARK,-,DR
10H50,6300-6399,06/18/2017,18,1,Robbery,1,Residence or House,LYNDHURST,-,ST
10H50,3300-3399,06/19/2017,00,1,Theft,1,"Road, Street, or Sidewalk",HOMELESS,-,-
10H50,2100-2199,06/19/2017,11,1,Burglary,1,Garage or Carport,TRUXILLO,-,ST
10H50,3100-3199,06/20/2017,12,1,Burglary,1,Residence or House,SUNBEAM,-,-
10H50,2600-2699,06/20/2017,07,1,Theft,1,Convenience Store Parking Lot,LOOP,S,-
10H50,2700-2799,06/20/2017,04,1,Robbery,1,Convenience Store,SCOTT,-,ST
10H50,2200-2299,06/21/2017,08,1,Theft,1,Strip Business Center Parking Lot,ALABAMA,-,ST
10H50,3500-3599,06/22/2017,09,1,Burglary,1,Residence or House,SAMPSON,-,-
10H50,3000-3099,06/23/2017,21,1,Theft,1,Driveway,CLEBURNE,-,ST
10H50,2300-2399,06/23/2017,09,1,Burglary,1,Residence or House,CLEBURNE,-,ST
