Day Of Week,District,Hour,Incident Number,Lat,Location,Long,Month,Number of Records,Occurred On Date,Offense Code,Offense Code Group,Offense Description,Reporting Area,Shooting,Street,Ucr Part,Year
Sunday,B3,19,I172025647,42.28295116,"(42.28295116, -71.09377542)",-71.09377542,4,1,4/2/2017 7:36:00 PM,361,Robbery,ROBBERY - OTHER,466,,ORMOND ST,Part One,2017
Sunday,B3,23,I172027767,42.28647012,"(42.28647012, -71.08714661)",-71.08714661,4,1,4/9/2017 11:30:00 PM,724,Auto Theft,AUTO THEFT,429,,WOODROW AVE,Part One,2017
Sunday,C11,3,I172031522,42.29202523,"(42.29202523, -71.06321541)",-71.06321541,4,1,4/23/2017 3:41:00 AM,724,Auto Theft,AUTO THEFT,396,,CHEVERUS RD,Part One,2017
Sunday,C11,7,I172033684,42.29257648,"(42.29257648, -71.07179406)",-71.07179406,4,1,4/30/2017 7:22:00 AM,311,Robbery,ROBBERY - COMMERCIAL,362,,WASHINGTON ST,Part One,2017
Sunday,C11,12,I172027575,42.30574716,"(42.30574716, -71.07779902)",-71.07779902,4,1,4/9/2017 12:20:00 PM,724,Auto Theft,AUTO THEFT,337,,GENEVA AVE,Part One,2017
Sunday,C11,17,I172033807,42.30480488,"(42.30480488, -71.06421426)",-71.06421426,4,1,4/30/2017 5:55:00 PM,361,Robbery,ROBBERY - OTHER,346,,MOUNT IDA RD,Part One,2017
Sunday,C11,20,I172027703,42.28863812,"(42.28863812, -71.06631579)",-71.06631579,4,1,4/9/2017 8:22:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,401,,TALBOT AVE,Part One,2017
Sunday,C11,22,I172033912,42.30168622,"(42.30168622, -71.06328901)",-71.06328901,4,1,4/30/2017 10:00:00 PM,724,Auto Theft,AUTO THEFT,345,,DRAPER ST,Part One,2017
Sunday,C6,2,I172033688,42.33547524,"(42.33547524, -71.05479043)",-71.05479043,4,1,4/30/2017 2:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,216,,D ST,Part One,2017
Sunday,C6,3,I172033670,42.32198656,"(42.32198656, -71.06280666)",-71.06280666,4,1,4/30/2017 3:51:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,186,,MASSACHUSETTS AVE,Part One,2017
Sunday,D14,0,I172034818,42.35014612,"(42.35014612, -71.13607618)",-71.13607618,4,1,4/16/2017 12:00:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,794,,LONG AVE,Part One,2017
Sunday,D14,13,I172032013,42.35540113,"(42.35540113, -71.13090649)",-71.13090649,4,1,4/23/2017 1:00:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,800,,LINDEN ST,Part One,2017
Sunday,D14,19,I172031794,42.34499963,"(42.34499963, -71.14507819)",-71.14507819,4,1,4/23/2017 7:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,784,,WASHINGTON ST,Part One,2017
Sunday,D4,11,I172031576,42.3354595,"(42.33545950, -71.07448891)",-71.07448891,4,1,4/23/2017 11:30:00 AM,301,Robbery,ROBBERY - STREET,170,,E SPRINGFIELD ST,Part One,2017
Sunday,D4,22,I172033864,42.34522836,"(42.34522836, -71.08537838)",-71.08537838,4,1,4/30/2017 10:13:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,144,,CLEARWAY ST,Part One,2017
Sunday,E13,16,I172031662,42.31499993,"(42.31499993, -71.11530810)",-71.1153081,4,1,4/23/2017 4:59:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,917,,POND ST,Part One,2017
Sunday,E18,0,I172033691,42.23755192,"(42.23755192, -71.13034635)",-71.13034635,4,1,4/30/2017 12:37:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,525,,YUILL CIR,Part One,2017
Sunday,E18,11,I172031572,42.28085355,"(42.28085355, -71.11880157)",-71.11880157,4,1,4/23/2017 11:27:00 AM,724,Auto Theft,AUTO THEFT,501,,HYDE PARK AVE,Part One,2017
Sunday,E18,14,I172033763,42.25839045,"(42.25839045, -71.12246295)",-71.12246295,4,1,4/30/2017 2:41:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,520,,HARVARD AVE,Part One,2017
Sunday,E18,16,I172025594,42.24475716,"(42.24475716, -71.11703395)",-71.11703395,4,1,4/2/2017 4:43:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,515,,DANA AVE,Part One,2017
Sunday,E5,23,I172029777,42.28175144,"(42.28175144, -71.12708183)",-71.12708183,4,1,4/16/2017 11:00:00 PM,301,Robbery,ROBBERY - STREET,557,,POPLAR ST,Part One,2017
Sunday,A1,3,I172035815,,"(0.00000000, 0.00000000)",,5,1,5/7/2017 3:00:00 AM,301,Robbery,ROBBERY - STREET,,,STATE ST,Part One,2017
Sunday,A15,16,I172037935,42.38008411,"(42.38008411, -71.06492228)",-71.06492228,5,1,5/14/2017 4:26:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,54,,BUNKER HILL ST,Part One,2017
Sunday,A15,21,I172038012,42.38239221,"(42.38239221, -71.07890586)",-71.07890586,5,1,5/14/2017 9:15:00 PM,311,Robbery,ROBBERY - COMMERCIAL,50,,CAMBRIDGE ST,Part One,2017
Sunday,A15,23,I172042330,42.37696765,"(42.37696765, -71.06638351)",-71.06638351,5,1,5/28/2017 11:30:00 PM,724,Auto Theft,AUTO THEFT,55,,MAIN ST,Part One,2017
Sunday,A7,17,I172035937,42.38259067,"(42.38259067, -71.03769466)",-71.03769466,5,1,5/7/2017 5:05:00 PM,301,Robbery,ROBBERY - STREET,25,,CONDOR ST,Part One,2017
Sunday,B2,0,I172037914,42.31252546,"(42.31252546, -71.07389321)",-71.07389321,5,1,5/14/2017 12:00:00 AM,724,Auto Theft,AUTO THEFT,328,,QUINCY ST,Part One,2017
Sunday,B2,0,I172039977,42.32613742,"(42.32613742, -71.07531938)",-71.07531938,5,1,5/21/2017 12:20:00 AM,301,Robbery,ROBBERY - STREET,180,,DUDLEY ST,Part One,2017
Sunday,B2,1,I172040031,42.31114847,"(42.31114847, -71.07404206)",-71.07404206,5,1,5/21/2017 1:30:00 AM,724,Auto Theft,AUTO THEFT,328,,GREENHEYS ST,Part One,2017
Sunday,B2,3,I172042107,42.32621728,"(42.32621728, -71.07694147)",-71.07694147,5,1,5/28/2017 3:42:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,267,,FOREST ST,Part One,2017
Sunday,B2,3,I172035803,42.33134833,"(42.33134833, -71.10322483)",-71.10322483,5,1,5/7/2017 3:29:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,604,,CALUMET ST,Part One,2017
Sunday,B2,4,I172042112,42.31226098,"(42.31226098, -71.08179001)",-71.08179001,5,1,5/28/2017 4:01:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,321,,INTERVALE ST,Part One,2017
Sunday,B2,12,I172042273,42.32420322,"(42.32420322, -71.07279044)",-71.07279044,5,1,5/28/2017 12:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,181,,LANGDON ST,Part One,2017
Sunday,B2,15,I172038423,42.33248759,"(42.33248759, -71.08365801)",-71.08365801,5,1,5/14/2017 3:00:00 PM,724,Auto Theft,AUTO THEFT,276,,SHAWMUT AVE,Part One,2017
Sunday,B2,15,I172037921,42.31130246,"(42.31130246, -71.07824138)",-71.07824138,5,1,5/14/2017 3:41:00 PM,301,Robbery,ROBBERY - STREET,328,,NORMANDY ST,Part One,2017
Sunday,B2,20,I172036003,42.32692112,"(42.32692112, -71.05841861)",-71.05841861,5,1,5/7/2017 8:37:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,292,,BOSTON ST,Part One,2017
Sunday,B2,23,I172036032,42.33598567,"(42.33598567, -71.09971741)",-71.09971741,5,1,5/7/2017 11:24:00 PM,301,Robbery,ROBBERY - STREET,602,,HUNTINGTON AVE,Part One,2017
Sunday,B3,11,I172042333,42.26894762,"(42.26894762, -71.09608344)",-71.09608344,5,1,5/28/2017 11:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,476,,CUMMINS HWY,Part One,2017
Sunday,B3,15,I172037927,42.28915232,"(42.28915232, -71.07346000)",-71.07346,5,1,5/14/2017 3:54:47 PM,311,Robbery,ROBBERY - COMMERCIAL,436,,NORFOLK ST,Part One,2017
Sunday,B3,17,I172037944,42.29276044,"(42.29276044, -71.07486603)",-71.07486603,5,1,5/14/2017 5:05:00 PM,724,Auto Theft,AUTO THEFT,449,,WHITFIELD ST,Part One,2017
Sunday,B3,19,I172040193,42.27615691,"(42.27615691, -71.09550303)",-71.09550303,5,1,5/21/2017 7:32:00 PM,724,Auto Theft,AUTO THEFT,469,,TENNIS RD,Part One,2017
Sunday,B3,20,I172043445,42.30305078,"(42.30305078, -71.07968913)",-71.07968913,5,1,5/28/2017 8:00:00 PM,724,Auto Theft,AUTO THEFT,459,,MERRILL ST,Part One,2017
Sunday,C11,3,I172040017,42.30889362,"(42.30889362, -71.07410474)",-71.07410474,5,1,5/21/2017 3:49:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,337,,COLUMBIA RD,Part One,2017
Sunday,C11,13,I172042199,42.29049765,"(42.29049765, -71.05206432)",-71.05206432,5,1,5/28/2017 1:15:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,377,,ARBROTH ST,Part One,2017
Sunday,C11,13,I172037890,42.31154172,"(42.31154172, -71.06122543)",-71.06122543,5,1,5/14/2017 1:19:00 PM,724,Auto Theft,AUTO THEFT,257,,DOWNER AVE,Part One,2017
Sunday,C11,15,I172044929,42.29433355,"(42.29433355, -71.05817107)",-71.05817107,5,1,5/28/2017 3:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,364,,CARLOTTA ST,Part One,2017
Sunday,C11,19,I172035991,42.30599823,"(42.30599823, -71.07836901)",-71.07836901,5,1,5/7/2017 7:58:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,460,,BRINSLEY ST,Part One,2017
Sunday,C11,19,I172040201,42.2871482,"(42.28714820, -71.06493039)",-71.06493039,5,1,5/21/2017 7:46:00 PM,311,Robbery,ROBBERY - COMMERCIAL,401,,TALBOT AVE,Part One,2017
Sunday,C11,20,I172042440,42.30467796,"(42.30467796, -71.07904517)",-71.07904517,5,1,5/28/2017 8:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,460,,BRINSLEY ST,Part One,2017
Sunday,C11,20,I172042278,42.28873871,"(42.28873871, -71.07112627)",-71.07112627,5,1,5/28/2017 8:02:00 PM,311,Robbery,ROBBERY - COMMERCIAL,398,,WASHINGTON ST,Part One,2017
Sunday,C11,20,I172037982,42.28873871,"(42.28873871, -71.07112627)",-71.07112627,5,1,5/14/2017 8:22:00 PM,311,Robbery,ROBBERY - COMMERCIAL,398,,WASHINGTON ST,Part One,2017
Sunday,C6,0,I172042105,42.32231617,"(42.32231617, -71.05873107)",-71.05873107,5,1,5/28/2017 12:15:00 AM,724,Auto Theft,AUTO THEFT,188,,MOUNT VERNON ST,Part One,2017
Sunday,C6,7,I172037839,42.33204066,"(42.33204066, -71.05602989)",-71.05602989,5,1,5/14/2017 7:41:00 AM,724,Auto Theft,AUTO THEFT,194,,MIDDLE ST,Part One,2017
Sunday,C6,9,I172040057,42.31893277,"(42.31893277, -71.04541663)",-71.04541663,5,1,5/21/2017 9:19:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,913,,MOUNT VERNON ST,Part One,2017
Sunday,C6,13,I172036134,42.34454105,"(42.34454105, -71.04416497)",-71.04416497,5,1,5/7/2017 1:00:00 PM,724,Auto Theft,AUTO THEFT,210,,D ST,Part One,2017
Sunday,C6,13,I172042218,42.33011606,"(42.33011606, -71.05072812)",-71.05072812,5,1,5/28/2017 1:10:00 PM,724,Auto Theft,AUTO THEFT,915,,COLUMBIA RD,Part One,2017
Sunday,C6,14,I172040135,42.33009124,"(42.33009124, -71.03521695)",-71.03521695,5,1,5/21/2017 2:49:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,234,,L ST,Part One,2017
Sunday,C6,15,I172036068,42.33285027,"(42.33285027, -71.04417249)",-71.04417249,5,1,5/7/2017 3:00:00 PM,724,Auto Theft,AUTO THEFT,229,,G ST,Part One,2017
Sunday,C6,21,I172037998,42.32653564,"(42.32653564, -71.06665971)",-71.06665971,5,1,5/14/2017 9:33:00 PM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,182,,MASSACHUSETTS AVE,Part One,2017
Sunday,D14,13,I172042343,42.35358822,"(42.35358822, -71.12689571)",-71.12689571,5,1,5/28/2017 1:00:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,799,,GARDNER ST,Part One,2017
Sunday,D14,23,I172042408,42.34826233,"(42.34826233, -71.15745778)",-71.15745778,5,1,5/28/2017 11:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,771,,FOSTER ST,Part One,2017
Sunday,D4,3,I172040011,,"(0.00000000, 0.00000000)",,5,1,5/21/2017 3:27:00 AM,301,Robbery,ROBBERY - STREET,,,COLUMBUS AVE,Part One,2017
Sunday,D4,7,I172035824,42.34258727,"(42.34258727, -71.07420040)",-71.0742004,5,1,5/7/2017 7:22:00 AM,724,Auto Theft,AUTO THEFT,153,,TREMONT ST,Part One,2017
Sunday,D4,12,I172035859,42.34114797,"(42.34114797, -71.08246189)",-71.08246189,5,1,5/7/2017 12:07:00 PM,724,Auto Theft,AUTO THEFT,147,,MASSACHUSETTS AVE,Part One,2017
Sunday,D4,16,I172036135,42.35157076,"(42.35157076, -71.07186599)",-71.07186599,5,1,5/7/2017 4:32:00 PM,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,129,,BOYLSTON ST,Part One,2017
Sunday,D4,17,I172040161,42.33961848,"(42.33961848, -71.08285580)",-71.0828558,5,1,5/21/2017 5:32:00 PM,301,Robbery,ROBBERY - STREET,597,,COLUMBUS AVE,Part One,2017
Sunday,D4,20,I172042281,42.34091586,"(42.34091586, -71.08771531)",-71.08771531,5,1,5/28/2017 8:06:00 PM,301,Robbery,ROBBERY - STREET,618,,HUNTINGTON AVE,Part One,2017
Sunday,D4,22,I172042470,42.3457335,"(42.34573350, -71.10008092)",-71.10008092,5,1,5/28/2017 10:30:00 PM,724,Auto Theft,AUTO THEFT,628,,BROOKLINE AVE,Part One,2017
Sunday,E13,3,I172042152,42.35602373,"(42.35602373, -71.06177615)",-71.06177615,5,1,5/28/2017 3:30:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,572,,WINTER ST,Part One,2017
Sunday,E13,8,I172042493,42.32547536,"(42.32547536, -71.10253482)",-71.10253482,5,1,5/28/2017 8:00:00 AM,724,Auto Theft,AUTO THEFT,906,,HORAN WAY,Part One,2017
Sunday,E13,16,I172040228,42.32227033,"(42.32227033, -71.10889634)",-71.10889634,5,1,5/21/2017 4:00:00 PM,724,Auto Theft,AUTO THEFT,582,,CENTRE ST,Part One,2017
Sunday,E13,19,I172040191,42.31615184,"(42.31615184, -71.09795135)",-71.09795135,5,1,5/21/2017 7:13:00 PM,311,Robbery,ROBBERY - COMMERCIAL,307,,WASHINGTON ST,Part One,2017
Sunday,E13,20,I172042287,42.31742584,"(42.31742584, -71.10654586)",-71.10654586,5,1,5/28/2017 8:57:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,638,,CHESTNUT AVE,Part One,2017
Sunday,E13,23,I172042297,42.31615184,"(42.31615184, -71.09795135)",-71.09795135,5,1,5/28/2017 11:00:00 PM,724,Auto Theft,AUTO THEFT,304,,WASHINGTON ST,Part One,2017
Sunday,E13,23,I172040245,42.31236627,"(42.31236627, -71.09933740)",-71.0993374,5,1,5/21/2017 11:19:00 PM,301,Robbery,ROBBERY - STREET,572,,IFFLEY RD,Part One,2017
Sunday,E5,18,I172040371,42.2890826,"(42.28908260, -71.14236614)",-71.14236614,5,1,5/21/2017 6:30:00 PM,724,Auto Theft,AUTO THEFT,676,,CENTRE ST,Part One,2017
Sunday,E5,22,I172036025,42.26623736,"(42.26623736, -71.16843346)",-71.16843346,5,1,5/7/2017 10:40:00 PM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,723,,VFW PKWY,Part One,2017
Sunday,A1,4,I172046343,42.35544757,"(42.35544757, -71.05731727)",-71.05731727,6,1,6/11/2017 4:25:00 AM,301,Robbery,ROBBERY - STREET,107,,DEVONSHIRE ST,Part One,2017
Sunday,A1,6,I172051084,42.35171679,"(42.35171679, -71.06118419)",-71.06118419,6,1,6/25/2017 6:30:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,116,,HARRISON AVE,Part One,2017
Sunday,A1,8,I172051248,42.35631391,"(42.35631391, -71.05778101)",-71.05778101,6,1,6/25/2017 8:45:00 AM,724,Auto Theft,AUTO THEFT,104,,ARCH ST,Part One,2017
Sunday,A1,16,I172044319,42.35879709,"(42.35879709, -71.07072635)",-71.07072635,6,1,6/4/2017 4:58:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,66,,CHARLES ST,Part One,2017
Sunday,A1,17,I172048825,,"(0.00000000, 0.00000000)",,6,1,6/18/2017 5:48:00 PM,301,Robbery,ROBBERY - STREET,,,BROMFIELD ST,Part One,2017
Sunday,A1,17,I172048809,42.35478783,"(42.35478783, -71.06123562)",-71.06123562,6,1,6/18/2017 5:00:00 PM,301,Robbery,ROBBERY - STREET,111,,TEMPLE PL,Part One,2017
Sunday,A1,21,I172049494,42.36447331,"(42.36447331, -71.05178218)",-71.05178218,6,1,6/18/2017 9:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,89,,NORTH ST,Part One,2017
Sunday,A1,23,I172046669,42.3572734,"(42.35727340, -71.06116580)",-71.0611658,6,1,6/11/2017 11:30:00 PM,361,Robbery,ROBBERY - OTHER,103,,TREMONT ST,Part One,2017
Sunday,B2,11,I172046406,42.32919289,"(42.32919289, -71.08730233)",-71.08730233,6,1,6/11/2017 11:04:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,292,,DUDLEY ST,Part One,2017
Sunday,B2,14,I172044300,42.33167475,"(42.33167475, -71.09640092)",-71.09640092,6,1,6/4/2017 2:32:00 PM,301,Robbery,ROBBERY - STREET,588,,TREMONT ST,Part One,2017
Sunday,B2,16,I172044405,42.32947458,"(42.32947458, -71.10442024)",-71.10442024,6,1,6/4/2017 4:30:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,585,,PARKER HILL AVE,Part One,2017
Sunday,B2,17,I172048847,42.31688133,"(42.31688133, -71.08874073)",-71.08874073,6,1,6/18/2017 5:08:00 PM,724,Auto Theft,AUTO THEFT,312,,HARRISHOF ST,Part One,2017
Sunday,B2,21,I172044396,42.32902859,"(42.32902859, -71.10093060)",-71.1009306,6,1,6/4/2017 9:39:00 PM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,586,,CALUMET ST,Part One,2017
Sunday,B2,21,I172046575,42.33506218,"(42.33506218, -71.09316781)",-71.09316781,6,1,6/11/2017 9:44:00 PM,361,Robbery,ROBBERY - OTHER,911,,ANNUNCIATION RD,Part One,2017
Sunday,B2,22,I172044411,42.33056977,"(42.33056977, -71.09959089)",-71.09959089,6,1,6/4/2017 10:48:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,586,,ALLEGHANY ST,Part One,2017
Sunday,B2,22,I172051155,42.31286677,"(42.31286677, -71.07841587)",-71.07841587,6,1,6/25/2017 10:04:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,326,,LAWRENCE AVE,Part One,2017
Sunday,B3,2,I172050885,42.28976255,"(42.28976255, -71.09089843)",-71.09089843,6,1,6/25/2017 2:20:00 AM,724,Auto Theft,AUTO THEFT,464,,FABYAN ST,Part One,2017
Sunday,B3,11,I172049003,42.268024,"(42.26802400, -71.09301057)",-71.09301057,6,1,6/11/2017 11:30:00 AM,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,426,,RIVER ST,Part One,2017
Sunday,B3,15,I172051032,42.29276044,"(42.29276044, -71.07486603)",-71.07486603,6,1,6/25/2017 3:20:00 PM,724,Auto Theft,AUTO THEFT,450,,WHITFIELD ST,Part One,2017
Sunday,B3,20,I172044501,42.27261382,"(42.27261382, -71.07295923)",-71.07295923,6,1,6/4/2017 8:30:00 PM,724,Auto Theft,AUTO THEFT,408,,MONSON ST,Part One,2017
Sunday,C11,1,I172046369,42.30559368,"(42.30559368, -71.05887861)",-71.05887861,6,1,6/11/2017 1:30:00 AM,724,Auto Theft,AUTO THEFT,347,,DORCHESTER AVE,Part One,2017
Sunday,C11,2,I172048670,42.28662057,"(42.28662057, -71.05554762)",-71.05554762,6,1,6/18/2017 2:12:00 AM,724,Auto Theft,AUTO THEFT,392,,HELENA RD,Part One,2017
Sunday,C11,2,I172046355,42.30947615,"(42.30947615, -71.05800088)",-71.05800088,6,1,6/11/2017 2:00:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,254,,DORCHESTER AVE,Part One,2017
Sunday,C11,5,I172050921,42.27273548,"(42.27273548, -71.06792411)",-71.06792411,6,1,6/25/2017 5:26:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,405,,DORCHESTER AVE,Part One,2017
Sunday,C11,13,I172051007,42.28277895,"(42.28277895, -71.07135525)",-71.07135525,6,1,6/25/2017 1:27:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,402,,WASHINGTON ST,Part One,2017
Sunday,C11,17,I172048811,42.30648026,"(42.30648026, -71.06675783)",-71.06675783,6,1,6/18/2017 5:13:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,335,,BOWDOIN ST,Part One,2017
Sunday,C11,18,I172046498,42.31931166,"(42.31931166, -71.05899514)",-71.05899514,6,1,6/11/2017 6:31:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,236,,EDISON GRN,Part One,2017
Sunday,C11,19,I172044588,42.30203902,"(42.30203902, -71.06009072)",-71.06009072,6,1,6/4/2017 7:00:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,352,,ADAMS ST,Part One,2017
Sunday,C11,21,I172046644,42.30022551,"(42.30022551, -71.07468313)",-71.07468313,6,1,6/11/2017 9:30:00 PM,724,Auto Theft,AUTO THEFT,461,,WASHINGTON ST,Part One,2017
Sunday,C11,21,I172051140,42.28581121,"(42.28581121, -71.07115483)",-71.07115483,6,1,6/25/2017 9:16:00 PM,311,Robbery,ROBBERY - COMMERCIAL,400,,WASHINGTON ST,Part One,2017
Sunday,C6,0,I172063240,42.31961263,"(42.31961263, -71.04566609)",-71.04566609,6,1,6/25/2017 12:00:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,913,,HARBOR CREST CT,Part One,2017
Sunday,C6,0,I172050875,42.31987185,"(42.31987185, -71.04484536)",-71.04484536,6,1,6/25/2017 12:39:00 AM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,913,,PENINSULA PL,Part One,2017
Sunday,C6,1,I172044195,42.33445996,"(42.33445996, -71.04943145)",-71.04943145,6,1,6/4/2017 1:38:00 AM,301,Robbery,ROBBERY - STREET,215,,W SIXTH ST,Part One,2017
Sunday,C6,14,I172046446,42.33129745,"(42.33129745, -71.04864886)",-71.04864886,6,1,6/11/2017 2:18:00 PM,371,Robbery,ROBBERY - HOME INVASION,219,,E EIGHTH ST,Part One,2017
Sunday,D14,1,I172051026,42.35043273,"(42.35043273, -71.12710480)",-71.1271048,6,1,6/25/2017 1:30:00 AM,724,Auto Theft,AUTO THEFT,796,,COMMONWEALTH AVE,Part One,2017
Sunday,D14,4,I172048758,42.35283155,"(42.35283155, -71.13114273)",-71.13114273,6,1,6/18/2017 4:00:00 AM,542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,796,,BRIGHTON AVE,Part One,2017
Sunday,D14,7,I172044230,42.36053148,"(42.36053148, -71.13644289)",-71.13644289,6,1,6/4/2017 7:25:00 AM,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,807,,EVERETT ST,Part One,2017
Sunday,D4,0,I172048675,42.34211308,"(42.34211308, -71.10143339)",-71.10143339,6,1,6/18/2017 12:20:00 AM,361,Robbery,ROBBERY - OTHER,626,,PARK DR,Part One,2017
Sunday,D4,1,I172050871,42.33555954,"(42.33555954, -71.07436364)",-71.07436364,6,1,6/25/2017 1:19:00 AM,724,Auto Theft,AUTO THEFT,905,,HARRISON AVE,Part One,2017
Sunday,D4,10,I172044385,42.34598862,"(42.34598862, -71.10477650)",-71.1047765,6,1,6/4/2017 10:00:00 AM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,629,,PARK DR,Part One,2017
Sunday,D4,12,I172044581,42.34815229,"(42.34815229, -71.08450821)",-71.08450821,6,1,6/4/2017 12:40:00 PM,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,143,,BOYLSTON ST,Part One,2017
Sunday,D4,16,I172051053,42.33896018,"(42.33896018, -71.07557292)",-71.07557292,6,1,6/25/2017 4:03:00 PM,301,Robbery,ROBBERY - STREET,168,,CUMSTON PL,Part One,2017
Sunday,D4,17,I172044334,42.34997636,"(42.34997636, -71.07242619)",-71.07242619,6,1,6/4/2017 5:42:00 PM,724,Auto Theft,AUTO THEFT,129,,BERKELEY ST,Part One,2017
Sunday,D4,17,I172051130,42.34318178,"(42.34318178, -71.08987145)",-71.08987145,6,1,6/25/2017 5:00:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,619,,SYMPHONY RD,Part One,2017
Sunday,D4,21,I172044390,42.35009599,"(42.35009599, -71.07732110)",-71.0773211,6,1,6/4/2017 9:35:00 PM,301,Robbery,ROBBERY - STREET,134,,BOYLSTON ST,Part One,2017
Sunday,E13,9,I172051307,42.32350738,"(42.32350738, -71.10485922)",-71.10485922,6,1,6/25/2017 9:15:00 AM,724,Auto Theft,AUTO THEFT,582,,ROUND HILL ST,Part One,2017
Sunday,E13,23,I172051178,42.30857295,"(42.30857295, -71.11422565)",-71.11422565,6,1,6/25/2017 11:00:00 PM,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,646,,SEDGWICK ST,Part One,2017
Sunday,E18,15,I172046551,42.26788791,"(42.26788791, -71.10067012)",-71.10067012,6,1,6/11/2017 3:30:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,480,,FAIRLAWN AVE,Part One,2017
Sunday,E5,0,I172048676,42.28681029,"(42.28681029, -71.13009609)",-71.13009609,6,1,6/18/2017 12:30:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,680,,BIRCH ST,Part One,2017
Sunday,E5,4,I172046348,42.27694956,"(42.27694956, -71.16506704)",-71.16506704,6,1,6/11/2017 4:15:00 AM,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,721,,SPRING ST,Part One,2017
Sunday,E5,12,I172051004,42.27835939,"(42.27835939, -71.14366997)",-71.14366997,6,1,6/25/2017 12:38:00 PM,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,698,,STRATFORD ST,Part One,2017
