Beat,Block Range,Date,Hour,Number of Records,Offense Type,Offenses,Premise,Street Name,Suffix,Type
10H50,600-699,09/21/2017,07,1,Theft,1,Commercial Parking Lot or Garage,WALKER,-,ST
10H50,3200-3299,09/21/2017,05,1,Burglary,1,Convenience Store,MCGOWEN,-,ST
10H50,2800-2899,09/21/2017,20,1,Burglary,1,Residence or House,BERRY ST,-,ST
10H50,3500-3599,09/22/2017,03,1,Robbery,1,Bus Stop,MCGOWEN ST,-,ST
10H50,3800-3899,09/23/2017,01,1,Theft,1,University or College,HOLMAN,-,-
10H50,3100-3199,09/23/2017,07,1,Burglary,1,"Vacant Church, Synagogue, or Temple",CLEBURNE,-,ST
10H50,3200-3299,09/23/2017,16,1,Burglary,1,"Church, Synagogue, or Temple",HADLEY,-,ST
10H50,3100-3199,09/24/2017,17,1,Theft,1,Residence or House,TRULLEY,-,-
10H50,3200-3299,09/24/2017,23,1,Robbery,1,"Road, Street, or Sidewalk",ELGIN ST,-,ST
10H50,3000-3099,09/26/2017,14,1,Robbery,1,Convenience Store,SCOTT ST,-,ST
10H50,3700-3799,09/26/2017,12,1,Burglary,1,Apartment,BURKETT ST APT 35D,-,-
10H50,3500-3599,09/26/2017,12,1,Robbery,1,"Road, Street, or Sidewalk",MCILHENNY ST,-,ST
10H50,3100-3199,09/26/2017,04,1,Burglary,1,Residence or House,CLEBURNE,-,ST
10H50,2100-2199,09/27/2017,12,1,Theft,1,"Road, Street, or Sidewalk",ALABAMA ST,-,ST
10H50,4900-4999,09/27/2017,15,1,Theft,1,"Other, Unknown, or Not Listed",CALHOUN RD,-,RD
10H50,2300-2399,09/30/2017,17,1,Theft,1,Other Parking Lot,ELGIN ST,-,ST
10H50,3300-3399,09/30/2017,08,1,Theft,1,Convenience Store Parking Lot,WINBERN,-,-
10H50,2500-2599,09/30/2017,05,1,Burglary,1,Apartment,WEBSTER ST,-,ST
10H50,2300-2399,09/30/2017,09,1,AutoTheft,1,Vacant Building (Commercial),EMANCIPATION AVE,-,-
10H50,500-599,09/30/2017,02,1,Theft,1,"Road, Street, or Sidewalk",LENORA DR APT B,-,-
10H50,2300-2399,09/30/2017,02,1,Theft,1,"Road, Street, or Sidewalk",TRUXILLO,-,-
10H60,5200-5299,09/01/2017,20,1,Theft,1,"Amusement Park, Bowling Alley, Skate Rink",CALHOUN RD,-,RD
