"Date","Offense.Type"
"11/17/2017","Theft"
"11/17/2017","Theft"
"11/17/2017","AutoTheft"
"11/17/2017","Theft"
"11/17/2017","AutoTheft"
"11/18/2017","Robbery"
"11/18/2017","Robbery"
"11/18/2017","Burglary"
"11/18/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Robbery"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","AutoTheft"
"11/20/2017","Burglary"
"11/20/2017","Theft"
"11/20/2017","Burglary"
"11/21/2017","Robbery"
"11/21/2017","Robbery"
"11/21/2017","Robbery"
"11/22/2017","Burglary"
"11/23/2017","Theft"
"11/23/2017","Theft"
"11/24/2017","AutoTheft"
"11/24/2017","Robbery"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/25/2017","Burglary"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","Robbery"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Burglary"
"11/27/2017","Burglary"
"11/28/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","AutoTheft"
"11/29/2017","Burglary"
"11/29/2017","Burglary"
"11/29/2017","Robbery"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/30/2017","Burglary"
"11/30/2017","Theft"
"11/30/2017","Burglary"
"11/30/2017","Robbery"
"11/09/2017","Theft"
"11/11/2017","AutoTheft"
"11/14/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/18/2017","AutoTheft"
"11/19/2017","AutoTheft"
"11/21/2017","AutoTheft"
"11/24/2017","AutoTheft"
"11/24/2017","Burglary"
"11/29/2017","AutoTheft"
"11/01/2017","Burglary"
"11/01/2017","Theft"
"11/01/2017","Burglary"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","AutoTheft"
"11/05/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","AutoTheft"
"11/07/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","AutoTheft"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Robbery"
"11/17/2017","Theft"
"11/17/2017","Burglary"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/19/2017","Burglary"
"11/19/2017","Burglary"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Robbery"
"11/23/2017","Robbery"
"11/24/2017","AutoTheft"
"11/25/2017","Theft"
"11/25/2017","Robbery"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/29/2017","Theft"
"11/30/2017","Theft"
"11/01/2017","Burglary"
"11/01/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Robbery"
"11/03/2017","Burglary"
"11/03/2017","Robbery"
"11/04/2017","Theft"
"11/04/2017","Robbery"
"11/04/2017","Theft"
"11/05/2017","AutoTheft"
"11/05/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/07/2017","Burglary"
"11/07/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Robbery"
"11/08/2017","Burglary"
"11/09/2017","AutoTheft"
"11/10/2017","Robbery"
"11/10/2017","Burglary"
"11/10/2017","Robbery"
"11/10/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","Burglary"
"11/11/2017","AutoTheft"
"11/11/2017","Theft"
"11/12/2017","Theft"
"11/12/2017","Burglary"
"11/13/2017","Burglary"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Robbery"
"11/14/2017","Burglary"
"11/14/2017","Robbery"
"11/14/2017","Robbery"
"11/14/2017","Theft"
"11/15/2017","Robbery"
"11/15/2017","Burglary"
"11/16/2017","AutoTheft"
"11/16/2017","Burglary"
"11/17/2017","Burglary"
"11/17/2017","Robbery"
"11/17/2017","Theft"
"11/17/2017","Burglary"
"11/18/2017","Theft"
"11/18/2017","AutoTheft"
"11/18/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","AutoTheft"
"11/19/2017","Robbery"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/20/2017","Burglary"
"11/20/2017","Theft"
"11/21/2017","Robbery"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/22/2017","Burglary"
"11/22/2017","Theft"
"11/24/2017","Robbery"
"11/24/2017","Burglary"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/26/2017","Robbery"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Robbery"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/28/2017","Robbery"
"11/28/2017","AutoTheft"
"11/28/2017","Burglary"
"11/28/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Burglary"
"11/29/2017","AutoTheft"
"11/29/2017","Burglary"
"11/30/2017","Robbery"
"11/30/2017","Robbery"
"11/30/2017","AutoTheft"
"11/30/2017","Burglary"
"11/30/2017","Theft"
"11/01/2017","Theft"
"11/01/2017","Robbery"
"11/01/2017","AutoTheft"
"11/02/2017","Theft"
"11/02/2017","AutoTheft"
"11/03/2017","AutoTheft"
"11/03/2017","AutoTheft"
"11/03/2017","Theft"
"11/03/2017","Burglary"
"11/03/2017","Theft"
"11/04/2017","Burglary"
"11/04/2017","Burglary"
"11/04/2017","Robbery"
"11/05/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","AutoTheft"
"11/07/2017","Theft"
"11/07/2017","Robbery"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Robbery"
"11/08/2017","Theft"
"11/09/2017","AutoTheft"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Robbery"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","AutoTheft"
"11/11/2017","Robbery"
"11/11/2017","Theft"
"11/13/2017","Robbery"
"11/13/2017","Burglary"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Robbery"
"11/14/2017","Burglary"
"11/14/2017","AutoTheft"
"11/15/2017","Burglary"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Burglary"
"11/15/2017","Theft"
"11/15/2017","Burglary"
"11/16/2017","Theft"
"11/16/2017","AutoTheft"
"11/16/2017","Theft"
"11/17/2017","Theft"
"11/17/2017","Theft"
"11/17/2017","Robbery"
"11/17/2017","Theft"
"11/17/2017","AutoTheft"
"11/17/2017","Robbery"
"11/18/2017","Theft"
"11/18/2017","Robbery"
"11/18/2017","Theft"
"11/18/2017","AutoTheft"
"11/18/2017","Burglary"
"11/18/2017","Robbery"
"11/18/2017","Robbery"
"11/19/2017","Burglary"
"11/19/2017","Robbery"
"11/20/2017","Theft"
"11/20/2017","Burglary"
"11/20/2017","AutoTheft"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Robbery"
"11/22/2017","Theft"
"11/22/2017","Robbery"
"11/22/2017","Robbery"
"11/23/2017","Robbery"
"11/23/2017","Theft"
"11/23/2017","Burglary"
"11/24/2017","AutoTheft"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/25/2017","Burglary"
"11/25/2017","Theft"
"11/26/2017","Robbery"
"11/27/2017","Theft"
"11/27/2017","AutoTheft"
"11/27/2017","Theft"
"11/27/2017","AutoTheft"
"11/27/2017","Robbery"
"11/27/2017","Burglary"
"11/28/2017","AutoTheft"
"11/28/2017","Theft"
"11/29/2017","Robbery"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","AutoTheft"
"11/30/2017","Robbery"
"11/30/2017","AutoTheft"
"11/01/2017","Burglary"
"11/01/2017","Burglary"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/03/2017","AutoTheft"
"11/03/2017","Burglary"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/05/2017","Theft"
"11/05/2017","AutoTheft"
"11/05/2017","Robbery"
"11/05/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/12/2017","Burglary"
"11/12/2017","Burglary"
"11/13/2017","Burglary"
"11/13/2017","Theft"
"11/13/2017","Robbery"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/15/2017","Robbery"
"11/15/2017","Theft"
"11/16/2017","AutoTheft"
"11/18/2017","Theft"
"11/20/2017","Burglary"
"11/20/2017","Theft"
"11/20/2017","Burglary"
"11/20/2017","Robbery"
"11/20/2017","Theft"
"11/21/2017","Burglary"
"11/21/2017","Robbery"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","AutoTheft"
"11/22/2017","Theft"
"11/22/2017","Robbery"
"11/24/2017","AutoTheft"
"11/25/2017","Theft"
"11/26/2017","Burglary"
"11/26/2017","Burglary"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Burglary"
"11/28/2017","Burglary"
"11/29/2017","Robbery"
"11/29/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/01/2017","Theft"
"11/01/2017","Robbery"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Burglary"
"11/03/2017","Theft"
"11/04/2017","Theft"
"11/05/2017","Theft"
"11/05/2017","Robbery"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Burglary"
"11/08/2017","Theft"
"11/08/2017","Burglary"
"11/09/2017","Burglary"
"11/09/2017","Burglary"
"11/09/2017","AutoTheft"
"11/09/2017","Robbery"
"11/10/2017","Burglary"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/11/2017","Theft"
"11/12/2017","AutoTheft"
"11/12/2017","Theft"
"11/12/2017","Robbery"
"11/12/2017","Burglary"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","AutoTheft"
"11/16/2017","Robbery"
"11/17/2017","Burglary"
"11/17/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Robbery"
"11/19/2017","Theft"
"11/21/2017","AutoTheft"
"11/21/2017","Theft"
"11/21/2017","Robbery"
"11/22/2017","Theft"
"11/23/2017","AutoTheft"
"11/23/2017","Burglary"
"11/25/2017","Robbery"
"11/25/2017","Burglary"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","AutoTheft"
"11/27/2017","Theft"
"11/27/2017","Robbery"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/30/2017","Burglary"
"11/30/2017","Theft"
"11/30/2017","Robbery"
"11/30/2017","Theft"
"11/07/2017","Burglary"
"11/08/2017","Theft"
"11/08/2017","Burglary"
"11/11/2017","AutoTheft"
"11/12/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/16/2017","Burglary"
"11/21/2017","AutoTheft"
"11/24/2017","Theft"
"11/25/2017","Robbery"
"11/26/2017","Burglary"
"11/29/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Robbery"
"11/03/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Burglary"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/05/2017","Burglary"
"11/05/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/07/2017","Robbery"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Burglary"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/09/2017","Robbery"
"11/09/2017","Theft"
"11/10/2017","Burglary"
"11/11/2017","Burglary"
"11/11/2017","Theft"
"11/12/2017","Burglary"
"11/12/2017","Theft"
"11/12/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Burglary"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/16/2017","Burglary"
"11/17/2017","Robbery"
"11/17/2017","Theft"
"11/17/2017","Theft"
"11/17/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Robbery"
"11/19/2017","Burglary"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Burglary"
"11/19/2017","Burglary"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/22/2017","Burglary"
"11/22/2017","Burglary"
"11/22/2017","Robbery"
"11/22/2017","Burglary"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/23/2017","Theft"
"11/23/2017","Theft"
"11/24/2017","Robbery"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/25/2017","Burglary"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Burglary"
"11/27/2017","Burglary"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/29/2017","Burglary"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/01/2017","Robbery"
"11/01/2017","Theft"
"11/01/2017","AutoTheft"
"11/01/2017","AutoTheft"
"11/01/2017","Burglary"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/03/2017","Burglary"
"11/04/2017","Burglary"
"11/04/2017","Robbery"
"11/04/2017","Robbery"
"11/05/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Robbery"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Robbery"
"11/10/2017","Theft"
"11/12/2017","Burglary"
"11/12/2017","Burglary"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/14/2017","Theft"
"11/16/2017","Burglary"
"11/17/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Burglary"
"11/19/2017","Burglary"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/21/2017","Robbery"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/24/2017","Burglary"
"11/25/2017","Burglary"
"11/25/2017","Robbery"
"11/27/2017","Burglary"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Robbery"
"11/29/2017","Burglary"
"11/30/2017","Robbery"
"11/01/2017","Burglary"
"11/02/2017","AutoTheft"
"11/02/2017","Theft"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","Robbery"
"11/05/2017","AutoTheft"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/09/2017","Burglary"
"11/09/2017","Burglary"
"11/09/2017","Burglary"
"11/09/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","AutoTheft"
"11/12/2017","Theft"
"11/12/2017","Theft"
"11/13/2017","Robbery"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Burglary"
"11/14/2017","Burglary"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/16/2017","Robbery"
"11/16/2017","AutoTheft"
"11/16/2017","Theft"
"11/17/2017","Theft"
"11/18/2017","Burglary"
"11/19/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Burglary"
"11/20/2017","Burglary"
"11/20/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Robbery"
"11/23/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Robbery"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","Burglary"
"11/26/2017","Theft"
"11/26/2017","AutoTheft"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Burglary"
"11/29/2017","Robbery"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Burglary"
"11/01/2017","Theft"
"11/01/2017","Theft"
"11/01/2017","AutoTheft"
"11/01/2017","Theft"
"11/01/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/03/2017","Robbery"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","AutoTheft"
"11/03/2017","Robbery"
"11/03/2017","Robbery"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","AutoTheft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Theft"
"11/05/2017","Theft"
"11/05/2017","Burglary"
"11/05/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Robbery"
"11/06/2017","Burglary"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/08/2017","Robbery"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","AutoTheft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/09/2017","Burglary"
"11/09/2017","Theft"
"11/09/2017","Burglary"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Theft"
"11/10/2017","Burglary"
"11/11/2017","Robbery"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/11/2017","Burglary"
"11/11/2017","Robbery"
"11/12/2017","Theft"
"11/12/2017","Theft"
"11/12/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Robbery"
"11/13/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Theft"
"11/14/2017","Burglary"
"11/14/2017","Burglary"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/15/2017","Theft"
"11/16/2017","Burglary"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Burglary"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/17/2017","Theft"
"11/17/2017","AutoTheft"
"11/17/2017","Theft"
"11/17/2017","Robbery"
"11/17/2017","Burglary"
"11/17/2017","AutoTheft"
"11/17/2017","Theft"
"11/18/2017","Robbery"
"11/18/2017","AutoTheft"
"11/18/2017","Theft"
"11/18/2017","Burglary"
"11/18/2017","Burglary"
"11/18/2017","Theft"
"11/18/2017","Robbery"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Robbery"
"11/20/2017","Burglary"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Robbery"
"11/21/2017","Theft"
"11/21/2017","Theft"
"11/21/2017","Burglary"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","AutoTheft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Robbery"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/23/2017","Theft"
"11/23/2017","Theft"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/25/2017","Burglary"
"11/25/2017","Theft"
"11/25/2017","Burglary"
"11/26/2017","Burglary"
"11/26/2017","Robbery"
"11/26/2017","Robbery"
"11/27/2017","AutoTheft"
"11/27/2017","Theft"
"11/27/2017","Burglary"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Burglary"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Burglary"
"11/29/2017","Burglary"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"11/30/2017","Theft"
"08/25/2017","Theft"
"11/01/2017","Theft"
"11/02/2017","Burglary"
"11/02/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","Robbery"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Robbery"
"11/11/2017","Theft"
"11/11/2017","Theft"
"11/12/2017","Theft"
"11/13/2017","AutoTheft"
"11/15/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/17/2017","Theft"
"11/19/2017","Burglary"
"11/19/2017","AutoTheft"
"11/22/2017","Theft"
"11/23/2017","AutoTheft"
"11/26/2017","Theft"
"11/26/2017","Burglary"
"11/26/2017","Theft"
"11/28/2017","AutoTheft"
"11/28/2017","Burglary"
"11/29/2017","Theft"
"11/29/2017","AutoTheft"
"11/30/2017","Theft"
"11/01/2017","Theft"
"11/02/2017","Burglary"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","AutoTheft"
"11/04/2017","Theft"
"11/05/2017","Burglary"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Burglary"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","AutoTheft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/08/2017","Burglary"
"11/08/2017","Robbery"
"11/08/2017","Robbery"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","Burglary"
"11/10/2017","Theft"
"11/11/2017","Theft"
"11/12/2017","Theft"
"11/12/2017","Burglary"
"11/12/2017","Burglary"
"11/12/2017","Theft"
"11/12/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","AutoTheft"
"11/13/2017","Robbery"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/13/2017","Theft"
"11/14/2017","Burglary"
"11/14/2017","Theft"
"11/15/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Burglary"
"11/16/2017","Theft"
"11/16/2017","Robbery"
"11/17/2017","Theft"
"11/17/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","AutoTheft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/19/2017","Theft"
"11/20/2017","AutoTheft"
"11/21/2017","Robbery"
"11/21/2017","AutoTheft"
"11/21/2017","Theft"
"11/21/2017","Burglary"
"11/21/2017","AutoTheft"
"11/22/2017","Burglary"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/23/2017","Theft"
"11/23/2017","Theft"
"11/24/2017","Theft"
"11/24/2017","Theft"
"11/25/2017","AutoTheft"
"11/25/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","AutoTheft"
"11/26/2017","Theft"
"11/27/2017","Robbery"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/27/2017","Theft"
"11/28/2017","Burglary"
"11/28/2017","Theft"
"11/28/2017","Burglary"
"11/28/2017","Theft"
"11/29/2017","Robbery"
"11/29/2017","AutoTheft"
"11/29/2017","Theft"
"11/29/2017","Robbery"
"11/30/2017","AutoTheft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","Theft"
"11/04/2017","Burglary"
"11/05/2017","Theft"
"11/05/2017","Robbery"
"11/05/2017","Theft"
"11/06/2017","Theft"
"11/07/2017","Burglary"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/07/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/08/2017","Theft"
"11/09/2017","Theft"
"11/09/2017","Theft"
"11/10/2017","Theft"
"11/11/2017","Theft"
"11/12/2017","Robbery"
"11/12/2017","Robbery"
"11/12/2017","Theft"
"11/13/2017","AutoTheft"
"11/14/2017","Theft"
"11/16/2017","Theft"
"11/16/2017","Robbery"
"11/16/2017","Theft"
"11/17/2017","Theft"
"11/18/2017","Theft"
"11/18/2017","Theft"
"11/19/2017","Theft"
"11/19/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/20/2017","Theft"
"11/21/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/22/2017","Theft"
"11/23/2017","Theft"
"11/24/2017","Burglary"
"11/24/2017","Theft"
"11/24/2017","Burglary"
"11/25/2017","Theft"
"11/25/2017","Robbery"
"11/25/2017","Theft"
"11/25/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/26/2017","Theft"
"11/27/2017","Theft"
"11/28/2017","Theft"
"11/28/2017","Theft"
"11/29/2017","Theft"
"11/29/2017","Burglary"
"11/29/2017","Burglary"
"11/30/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Theft"
"11/02/2017","Robbery"
"11/03/2017","AutoTheft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/03/2017","Theft"
"11/04/2017","Theft"
"11/05/2017","AutoTheft"
"11/05/2017","Theft"
"11/06/2017","Theft"
