"Date","Offense.Type"
"4/9/2017","Theft"
"4/9/2017","Burglary"
"4/9/2017","Theft"
"4/8/2017","Robbery"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Burglary"
"4/9/2017","Robbery"
"4/9/2017","Auto Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/7/2017","Robbery"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Burglary"
"4/6/2017","Theft"
"4/3/2017","Robbery"
"4/1/2017","Theft"
"4/1/2017","Theft"
"3/31/2017","Theft"
"3/31/2017","Theft"
"3/31/2017","Robbery"
"3/28/2017","Theft"
"3/28/2017","Theft"
"3/10/2017","Theft"
"3/12/2017","Robbery"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Robbery"
"4/3/2017","Theft"
"4/3/2017","Theft"
"4/3/2017","Robbery"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/28/2017","Burglary"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/24/2017","Theft"
"4/25/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/25/2017","Theft"
"4/28/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/23/2017","Theft"
"4/24/2017","Robbery"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Auto Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/21/2017","Theft"
"4/10/2017","Theft"
"4/12/2017","Theft"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/14/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/14/2017","Robbery"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/18/2017","Robbery"
"4/18/2017","Theft"
"4/18/2017","Auto Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Burglary"
"4/19/2017","Theft"
"4/19/2017","Robbery"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/3/2017","Burglary"
"4/3/2017","Theft"
"1/6/2017","Theft"
"3/27/2017","Burglary"
"3/30/2017","Theft"
"3/31/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/3/2017","Robbery"
"4/4/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Auto Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Burglary"
"4/9/2017","Theft"
"4/7/2017","Theft"
"4/8/2017","Auto Theft"
"4/8/2017","Theft"
"4/21/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/20/2017","Theft"
"4/21/2017","Theft"
"4/23/2017","Burglary"
"4/23/2017","Theft"
"4/24/2017","Theft"
"4/26/2017","Robbery"
"4/28/2017","Theft"
"4/28/2017","Burglary"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Robbery"
"4/26/2017","Theft"
"4/25/2017","Burglary"
"4/24/2017","Burglary"
"4/25/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Burglary"
"4/28/2017","Burglary"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/19/2017","Burglary"
"4/19/2017","Theft"
"4/18/2017","Robbery"
"4/19/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Auto Theft"
"4/18/2017","Theft"
"4/16/2017","Theft"
"4/16/2017","Auto Theft"
"4/16/2017","Theft"
"4/16/2017","Theft"
"4/18/2017","Robbery"
"4/18/2017","Auto Theft"
"4/18/2017","Robbery"
"4/18/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Robbery"
"4/14/2017","Theft"
"4/15/2017","Robbery"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/16/2017","Auto Theft"
"4/16/2017","Theft"
"4/14/2017","Robbery"
"4/13/2017","Theft"
"4/13/2017","Auto Theft"
"4/13/2017","Robbery"
"4/12/2017","Robbery"
"4/12/2017","Theft"
"4/12/2017","Burglary"
"4/11/2017","Auto Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/9/2017","Robbery"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Burglary"
"4/8/2017","Theft"
"4/7/2017","Auto Theft"
"4/10/2017","Burglary"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/3/2017","Theft"
"4/1/2017","Robbery"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Robbery"
"3/31/2017","Theft"
"3/31/2017","Auto Theft"
"3/31/2017","Theft"
"3/9/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/3/2017","Theft"
"4/2/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Burglary"
"4/30/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Auto Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Burglary"
"4/29/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/26/2017","Robbery"
"4/26/2017","Burglary"
"4/28/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Auto Theft"
"4/27/2017","Robbery"
"4/27/2017","Burglary"
"4/24/2017","Auto Theft"
"4/24/2017","Burglary"
"4/23/2017","Theft"
"4/24/2017","Burglary"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Burglary"
"4/21/2017","Theft"
"4/10/2017","Burglary"
"4/10/2017","Robbery"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/12/2017","Theft"
"4/11/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Theft"
"4/13/2017","Theft"
"4/16/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/16/2017","Theft"
"4/16/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/16/2017","Burglary"
"4/16/2017","Theft"
"4/16/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/19/2017","Burglary"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Auto Theft"
"4/20/2017","Theft"
"4/20/2017","Burglary"
"4/20/2017","Theft"
"4/2/2017","Theft"
"4/3/2017","Theft"
"4/2/2017","Theft"
"4/1/2017","Theft"
"3/4/2017","Theft"
"1/10/2017","Theft"
"2/9/2017","Theft"
"3/30/2017","Theft"
"3/22/2017","Theft"
"3/30/2017","Theft"
"3/31/2017","Theft"
"3/31/2017","Theft"
"3/31/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/10/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Burglary"
"4/9/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Burglary"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/22/2017","Theft"
"4/21/2017","Robbery"
"4/21/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/21/2017","Theft"
"4/20/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Theft"
"4/23/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/24/2017","Burglary"
"4/24/2017","Theft"
"4/24/2017","Theft"
"4/24/2017","Burglary"
"4/24/2017","Theft"
"4/24/2017","Burglary"
"4/24/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Robbery"
"4/28/2017","Theft"
"4/28/2017","Robbery"
"4/27/2017","Robbery"
"4/27/2017","Theft"
"4/26/2017","Burglary"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Burglary"
"4/29/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/16/2017","Theft"
"4/18/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/14/2017","Auto Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/16/2017","Theft"
"4/15/2017","Auto Theft"
"4/13/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Burglary"
"4/13/2017","Theft"
"4/13/2017","Burglary"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/12/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/8/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Auto Theft"
"4/4/2017","Theft"
"4/3/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"3/31/2017","Theft"
"3/31/2017","Theft"
"3/24/2017","Theft"
"3/15/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/3/2017","Theft"
"4/3/2017","Burglary"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Burglary"
"4/25/2017","Burglary"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/26/2017","Auto Theft"
"4/28/2017","Theft"
"4/27/2017","Theft"
"4/24/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Burglary"
"4/22/2017","Burglary"
"4/21/2017","Theft"
"4/10/2017","Burglary"
"4/10/2017","Theft"
"4/11/2017","Auto Theft"
"4/11/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Burglary"
"4/11/2017","Theft"
"4/13/2017","Auto Theft"
"4/13/2017","Burglary"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/14/2017","Burglary"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/14/2017","Burglary"
"4/15/2017","Theft"
"4/15/2017","Burglary"
"4/15/2017","Theft"
"4/15/2017","Auto Theft"
"4/15/2017","Theft"
"4/15/2017","Burglary"
"4/15/2017","Theft"
"4/15/2017","Auto Theft"
"4/14/2017","Auto Theft"
"4/14/2017","Theft"
"4/14/2017","Auto Theft"
"4/14/2017","Burglary"
"4/14/2017","Auto Theft"
"4/17/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/17/2017","Auto Theft"
"4/16/2017","Auto Theft"
"4/16/2017","Auto Theft"
"4/16/2017","Robbery"
"4/16/2017","Theft"
"4/20/2017","Theft"
"4/19/2017","Auto Theft"
"4/19/2017","Burglary"
"4/19/2017","Theft"
"4/19/2017","Burglary"
"4/19/2017","Theft"
"4/20/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Burglary"
"4/3/2017","Robbery"
"4/3/2017","Auto Theft"
"4/2/2017","Burglary"
"4/2/2017","Auto Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Auto Theft"
"3/31/2017","Theft"
"3/31/2017","Auto Theft"
"4/3/2017","Theft"
"4/3/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Burglary"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Robbery"
"4/5/2017","Auto Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/7/2017","Burglary"
"4/10/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/7/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Burglary"
"4/21/2017","Theft"
"4/23/2017","Burglary"
"4/24/2017","Theft"
"4/24/2017","Theft"
"4/24/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/22/2017","Robbery"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/26/2017","Robbery"
"4/27/2017","Auto Theft"
"4/27/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Auto Theft"
"4/28/2017","Theft"
"4/28/2017","Robbery"
"4/28/2017","Burglary"
"4/26/2017","Burglary"
"4/26/2017","Robbery"
"4/26/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Burglary"
"4/25/2017","Theft"
"4/29/2017","Auto Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/18/2017","Theft"
"4/16/2017","Burglary"
"4/16/2017","Burglary"
"4/18/2017","Burglary"
"4/17/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/13/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2016","Robbery"
"4/10/2017","Theft"
"4/7/2017","Theft"
"4/10/2017","Robbery"
"4/7/2017","Auto Theft"
"4/7/2017","Auto Theft"
"4/7/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/3/2017","Theft"
"4/3/2017","Theft"
"4/1/2017","Auto Theft"
"3/19/2017","Theft"
"4/3/2017","Theft"
"4/30/2017","Robbery"
"4/29/2017","Robbery"
"4/29/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/26/2017","Burglary"
"4/26/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/23/2017","Burglary"
"4/22/2017","Theft"
"4/21/2017","Burglary"
"4/10/2017","Burglary"
"4/10/2017","Theft"
"4/11/2017","Auto Theft"
"4/12/2017","Theft"
"4/11/2017","Burglary"
"4/13/2017","Theft"
"4/12/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Burglary"
"4/17/2017","Auto Theft"
"4/16/2017","Theft"
"4/18/2017","Theft"
"4/19/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Burglary"
"4/3/2017","Auto Theft"
"4/3/2017","Theft"
"4/2/2017","Robbery"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/3/2017","Burglary"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/2/2017","Auto Theft"
"3/23/2017","Auto Theft"
"2/27/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/7/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Auto Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/7/2017","Burglary"
"4/7/2017","Auto Theft"
"4/8/2017","Theft"
"4/21/2017","Theft"
"4/23/2017","Burglary"
"4/22/2017","Robbery"
"4/23/2017","Theft"
"4/24/2017","Burglary"
"4/27/2017","Theft"
"4/27/2017","Burglary"
"4/28/2017","Burglary"
"4/26/2017","Theft"
"4/25/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/28/2017","Theft"
"4/30/2017","Theft"
"4/30/2017","Theft"
"4/19/2017","Theft"
"4/17/2017","Theft"
"4/14/2017","Auto Theft"
"4/15/2017","Theft"
"4/9/2017","Auto Theft"
"4/8/2017","Auto Theft"
"4/6/2017","Theft"
"4/4/2017","Auto Theft"
"4/1/2017","Theft"
"4/1/2017","Robbery"
"3/31/2017","Theft"
"3/31/2017","Auto Theft"
"3/31/2017","Auto Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/30/2017","Auto Theft"
"4/25/2017","Theft"
"4/24/2017","Theft"
"4/22/2017","Theft"
"4/13/2017","Theft"
"4/12/2017","Theft"
"4/13/2017","Auto Theft"
"4/14/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/18/2017","Theft"
"4/20/2017","Theft"
"4/2/2017","Robbery"
"4/3/2017","Auto Theft"
"4/3/2017","Auto Theft"
"4/3/2017","Auto Theft"
"4/3/2017","Theft"
"4/4/2017","Burglary"
"4/5/2017","Burglary"
"4/4/2017","Theft"
"4/7/2016","Theft"
"4/7/2017","Theft"
"4/9/2017","Robbery"
"4/8/2017","Robbery"
"4/21/2017","Burglary"
"4/23/2017","Auto Theft"
"4/28/2017","Auto Theft"
"4/25/2017","Theft"
"4/26/2017","Auto Theft"
"4/20/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/18/2017","Theft"
"4/19/2017","Theft"
"4/18/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Burglary"
"4/19/2017","Burglary"
"4/19/2017","Theft"
"4/20/2017","Theft"
"4/15/2017","Theft"
"4/14/2017","Robbery"
"4/14/2017","Theft"
"4/14/2017","Robbery"
"4/14/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/15/2017","Theft"
"4/16/2017","Auto Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Robbery"
"4/17/2017","Theft"
"4/18/2017","Robbery"
"4/18/2017","Burglary"
"4/18/2017","Theft"
"4/17/2017","Robbery"
"4/16/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/17/2017","Theft"
"4/16/2017","Theft"
"4/16/2017","Theft"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/13/2017","Burglary"
"4/12/2017","Burglary"
"4/12/2017","Theft"
"4/12/2017","Robbery"
"4/13/2017","Theft"
"4/13/2017","Theft"
"4/14/2016","Theft"
"4/11/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Theft"
"4/12/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Theft"
"4/11/2017","Burglary"
"4/11/2017","Auto Theft"
"4/10/2017","Theft"
"4/10/2017","Burglary"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Burglary"
"4/9/2017","Theft"
"4/9/2017","Theft"
"4/9/2017","Auto Theft"
"4/9/2017","Burglary"
"4/7/2017","Theft"
"4/7/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Auto Theft"
"4/8/2017","Burglary"
"4/8/2017","Theft"
"4/8/2017","Auto Theft"
"4/9/2017","Auto Theft"
"4/9/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Auto Theft"
"4/6/2017","Burglary"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Auto Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/5/2017","Robbery"
"4/5/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/5/2017","Theft"
"4/3/2017","Theft"
"4/3/2017","Robbery"
"4/4/2017","Auto Theft"
"4/4/2017","Theft"
"4/4/2017","Theft"
"4/4/2017","Auto Theft"
"1/2/2017","Auto Theft"
"1/27/2017","Theft"
"3/26/2017","Theft"
"3/27/2017","Auto Theft"
"3/31/2017","Theft"
"4/1/2017","Auto Theft"
"4/1/2017","Robbery"
"4/1/2017","Robbery"
"4/3/2017","Theft"
"4/3/2017","Theft"
"4/3/2017","Burglary"
"4/3/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Theft"
"4/2/2017","Auto Theft"
"4/2/2017","Theft"
"4/1/2017","Theft"
"4/1/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Auto Theft"
"4/26/2017","Theft"
"4/26/2017","Burglary"
"4/26/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Burglary"
"4/25/2017","Burglary"
"4/25/2017","Theft"
"4/25/2017","Robbery"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Robbery"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/26/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/23/2017","Theft"
"4/23/2017","Theft"
"4/24/2017","Theft"
"4/24/2017","Auto Theft"
"4/24/2017","Theft"
"4/24/2017","Theft"
"4/23/2017","Robbery"
"4/23/2017","Robbery"
"4/21/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Auto Theft"
"4/21/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Theft"
"4/22/2017","Burglary"
"4/30/2017","Robbery"
"4/30/2017","Auto Theft"
"4/30/2017","Auto Theft"
"12/29/2016","Auto Theft"
"11/17/2016","Theft"
"4/30/2017","Theft"
"4/30/2017","Robbery"
"4/30/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Robbery"
"4/29/2017","Robbery"
"4/28/2017","Robbery"
"4/29/2017","Auto Theft"
"4/29/2017","Theft"
"4/29/2017","Robbery"
"4/29/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Theft"
"4/10/2017","Burglary"
"4/11/2017","Theft"
"4/18/2017","Auto Theft"
"4/15/2017","Auto Theft"
"4/15/2017","Burglary"
"4/15/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Theft"
"4/14/2017","Auto Theft"
"4/14/2017","Theft"
"4/14/2017","Auto Theft"
"4/14/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/18/2017","Theft"
"4/19/2017","Theft"
"4/18/2017","Theft"
"4/20/2017","Theft"
"4/20/2017","Burglary"
"4/2/2017","Theft"
"4/3/2017","Theft"
"4/1/2017","Theft"
"4/4/2017","Theft"
"4/3/2017","Theft"
"4/4/2017","Robbery"
"4/5/2017","Auto Theft"
"4/5/2017","Theft"
"4/5/2017","Theft"
"4/5/2017","Robbery"
"4/5/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Auto Theft"
"4/6/2017","Theft"
"4/7/2017","Auto Theft"
"4/10/2017","Auto Theft"
"4/8/2017","Theft"
"4/8/2017","Theft"
"4/8/2017","Burglary"
"4/9/2017","Burglary"
"4/9/2017","Theft"
"4/9/2017","Burglary"
"4/29/2017","Theft"
"4/29/2017","Theft"
"4/29/2017","Auto Theft"
"4/29/2017","Theft"
"4/30/2017","Auto Theft"
"4/30/2017","Theft"
"7/15/2016","Auto Theft"
"4/21/2017","Theft"
"4/21/2017","Theft"
"4/24/2017","Theft"
"4/24/2017","Theft"
"4/24/2017","Auto Theft"
"4/23/2017","Theft"
"4/22/2017","Robbery"
"4/27/2017","Auto Theft"
"4/27/2017","Theft"
"4/27/2017","Theft"
"4/27/2017","Burglary"
"4/27/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/28/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/25/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/26/2017","Auto Theft"
"4/26/2017","Theft"
"4/26/2017","Theft"
"4/25/2017","Auto Theft"
"4/20/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/19/2017","Theft"
"4/15/2017","Theft"
"4/16/2017","Burglary"
"4/17/2017","Burglary"
"4/13/2017","Burglary"
"4/13/2017","Burglary"
"4/11/2017","Theft"
"4/11/2017","Auto Theft"
"4/11/2017","Theft"
"4/10/2017","Theft"
"4/11/2017","Theft"
"4/8/2017","Burglary"
"4/9/2017","Burglary"
"4/9/2017","Auto Theft"
"4/7/2017","Theft"
"4/6/2017","Theft"
"4/6/2017","Theft"
"4/5/2017","Robbery"
"4/4/2017","Theft"
"4/1/2017","Theft"
"3/31/2017","Theft"
"3/25/2017","Auto Theft"
"1/12/2017","Theft"
"2/28/2017","Theft"
"3/16/2017","Burglary"
"4/3/2017","Theft"
"4/3/2017","Burglary"
"4/1/2017","Theft"
"4/28/2017","Burglary"
"4/24/2017","Theft"
"4/21/2017","Theft"
"4/21/2017","Theft"
"8/18/2016","Theft"
"4/28/2017","Auto Theft"
"4/29/2017","Auto Theft"
"4/10/2017","Burglary"
"4/11/2017","Theft"
